TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 10/2007,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",78.0%,-56.0,"13,183.0",0.70%,0.61%,1.33,0.18,0.24%,10.59%,2.51%,," *** הראל אג""ח עד 25% מניות ",101,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",76.7%,-2.4,"2,082.0",- - -,- - -,1.46,0.72,0.96%,10.79%,2.77%,לא פעיל, *** אקסלנס גמל פלטינום,102,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.4%,-44.4,"4,763.9",0.70%,0.61%,1.27,-0.16,0.00%,10.01%,2.45%,, *** מיטב דש גמל לבני  50-60,103,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",77.0%,-24.7,"2,675.9",- - -,- - -,1.35,-0.38,0.12%,9.03%,2.05%,לא פעיל,פסגות צור,104,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",84.0%,-1.5,123.9,- - -,- - -,1.35,0.84,0.24%,10.58%,2.77%,לא פעיל,ישיר המלאכה,105,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",79.9%,-95.7,"21,391.8",- - -,- - -,1.32,0.36,0.24%,10.58%,2.74%,לא פעיל, *** פסגות גדיש כללי,106,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",78.7%,-0.8,504.6,0.58%,0.00%,1.33,-0.72,0.12%,8.94%,2.04%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.4%,-0.1,33.4,- - -,- - -,1.60,1.04,3.72%,17.62%,5.28%,לא פעיל, *** להיט מניות,109,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",79.3%,-5.7,"1,088.8",- - -,- - -,1.17,-0.22,-0.36%,8.74%,2.70%,לא פעיל, *** מיטב מירון,111,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",77.6%,-0.6,203.3,- - -,- - -,1.41,0.78,0.36%,10.68%,2.53%,לא פעיל,הראל רימון,112,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",77.8%,-22.2,"3,201.8",- - -,- - -,1.30,0.43,0.24%,10.43%,2.98%,לא פעיל, *** פסגות קרן אור,113,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",85.8%,-0.1,14.1,- - -,- - -,1.13,-0.37,-0.12%,10.91%,2.67%,לא פעיל,אי.בי.אי שחר,114,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.6%,-3.2,850.9,- - -,- - -,1.46,0.52,0.48%,10.70%,3.11%,לא פעיל, *** ** הגומל מסלול כללי,115,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",90.6%,1.2,36.7,0.58%,0.04%,0.80,-1.31,0.00%,5.00%,0.70%,," *** כלל תמר אג""ח ",117,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",73.9%,-1.6,191.4,0.51%,- - -,1.42,-0.09,1.20%,7.30%,2.99%,,אנליסט קופה מרכזית לפיצויים מסלול כללי,118,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.3%,-0.6,764.3,0.73%,0.32%,1.20,-0.98,-0.48%,8.80%,2.28%,,מנורה מבטחים יותר מסלול ד,119,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",96.8%,-0.1,64.4,0.45%,- - -,- - -,- - -,- - -,- - -,- - -,,מיטב דש ביטחון מבטיח תשואה 4.5%,120,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",85.1%,-0.2,25.6,- - -,- - -,1.35,0.61,0.24%,11.63%,2.62%,לא פעיל,ישיר תוחלת,121,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.4%,-0.3,87.2,- - -,- - -,1.21,-0.88,-0.48%,8.49%,2.00%,לא פעיל,מנורה גמל פלס,122,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",80.3%,0.7,228.5,- - -,- - -,1.61,1.38,1.56%,12.33%,2.87%,לא פעיל, *** אקסלנס גמולה,123,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",86.3%,-4.6,481.3,0.54%,0.08%,0.67,-1.24,0.00%,5.37%,0.90%,, *** כלל תמר מדד,124,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",85.2%,2.2,372.4,- - -,- - -,1.26,0.12,0.60%,12.22%,2.95%,לא פעיל, *** אשכולות כללי,125,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.4%,-0.1,38.3,- - -,- - -,-0.57,-0.97,-0.24%,1.62%,0.25%,לא פעיל," *** כלל תמר מט""ח",126,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",86.9%,1.4,165.5,0.61%,0.05%,1.41,1.38,2.76%,30.91%,8.14%,, *** כלל תמר מניות,127,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",98.6%,-2.9,61.3,0.54%,0.03%,0.55,-0.94,0.00%,3.91%,0.39%,, *** כלל תמר שקלי טווח קצר,128,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.3%,-0.1,44.7,- - -,- - -,1.41,0.28,0.36%,10.32%,3.14%,לא פעיל, *** ** יבול,129,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",84.6%,-0.2,129.9,0.68%,- - -,1.07,-1.03,-0.12%,8.98%,1.95%,,** שובל,130,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",80.9%,-2.5,689.6,0.96%,- - -,1.40,0.66,0.48%,10.61%,3.08%,, *** הלמן-אלדובי השתלמות כללי,132,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.3%,0.1,193.2,- - -,- - -,1.22,-0.51,0.24%,10.19%,2.71%,לא פעיל,** ישיר מניפה,133,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",68.8%,0.2,106.0,- - -,- - -,1.38,0.20,0.96%,9.68%,2.91%,לא פעיל, *** דש קפיטל גמל זהב,135,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",69.7%,1.9,151.8,- - -,- - -,1.34,0.10,0.84%,9.62%,2.98%,לא פעיל, *** דש קפיטל גמל,136,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",70.2%,2.1,702.7,- - -,- - -,1.32,0.09,0.72%,9.77%,2.97%,לא פעיל, *** דש קפיטל השתלמות,137,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",77.2%,2.0,184.8,- - -,- - -,1.65,0.85,2.40%,11.07%,2.82%,לא פעיל, *** דש קפיטל-פיצויים,138,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.0%,0.1,46.2,- - -,- - -,1.37,0.45,0.60%,11.24%,2.57%,לא פעיל, *** ** כלל דגש,139,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",80.4%,0.7,35.3,- - -,- - -,1.16,0.14,1.32%,16.53%,2.60%,לא פעיל,הלמן-אלדובי ברק,142,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",77.3%,2.4,161.5,- - -,- - -,1.13,-0.12,0.60%,12.26%,2.00%,לא פעיל, *** תגמולים,143,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",75.2%,0.4,13.3,- - -,- - -,1.23,-0.07,1.08%,12.61%,1.94%,לא פעיל,הלמן-אלדובי לפיצויים,144,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",76.3%,0.9,266.9,- - -,- - -,1.13,-0.13,0.60%,12.32%,1.78%,לא פעיל, *** הלמן-אלדובי השתלמות,145,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.1%,0.3,465.2,- - -,- - -,0.65,-1.15,-0.12%,5.25%,0.95%,לא פעיל, *** חריש,146,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",76.2%,-3.2,89.2,- - -,- - -,0.61,-1.23,-0.36%,5.01%,1.20%,לא פעיל, *** ערד,147,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",73.5%,23.3,"1,482.8",- - -,- - -,1.72,0.14,2.76%,7.19%,1.58%,לא פעיל,פסגות חרמון,148,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",73.4%,-1.7,198.6,0.54%,- - -,1.79,0.42,3.12%,8.61%,1.27%,,פסגות שיא פיצויים כללי,150,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",76.1%,60.0,"1,130.0",- - -,- - -,1.81,0.32,2.88%,8.30%,1.50%,לא פעיל,פסגות תבור,151,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",90.3%,-0.1,12.1,0.65%,- - -,0.60,-1.25,-0.36%,4.52%,0.68%,,כלל ברזל,152,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",78.3%,3.6,621.7,- - -,- - -,1.63,0.54,1.80%,10.26%,2.78%,לא פעיל, *** הראל גמל לגילאי 50 עד 60,153,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",77.3%,13.6,666.3,0.82%,- - -,1.61,0.49,1.68%,10.56%,2.72%,,הראל השתלמות כללי,154,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",75.2%,0.9,133.0,0.71%,- - -,1.49,0.04,1.32%,9.00%,2.45%,,"הראל קמ""פ מסלול כללי ",155,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",84.7%,-4.2,910.9,- - -,- - -,1.27,-0.39,0.24%,10.55%,2.49%,לא פעיל, *** ** קופת גמל הנדסאים מסלול כללי,157,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.9%,-4.0,911.7,- - -,- - -,1.28,-0.23,0.48%,10.56%,2.80%,לא פעיל, *** ** קופת גמל מחר מסלול כללי,158,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.1%,-1.0,200.7,- - -,- - -,1.11,-0.78,0.00%,9.87%,2.15%,לא פעיל," *** ** קופת גמל עו""ס מסלול כללי",159,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.1%,-0.5,256.8,- - -,- - -,1.23,-0.85,0.12%,9.17%,2.55%,לא פעיל, *** ** שדות מסלול כללי,160,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.2%,-11.8,"1,465.8",- - -,- - -,1.27,-0.20,0.60%,10.52%,2.52%,לא פעיל," *** ** קופת גמל עמ""י מסלול כללי",161,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",78.8%,0.0,32.4,- - -,- - -,1.27,-0.16,0.12%,9.89%,3.12%,לא פעיל, *** אקסלנס טפחות מרכזית,173,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",75.2%,-2.5,371.7,- - -,- - -,1.19,-0.37,0.72%,7.17%,2.92%,לא פעיל,מיטב גאון השתלמות-כללי,182,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",76.0%,-2.7,346.5,0.79%,- - -,0.64,-1.40,-0.48%,4.12%,1.15%,," *** מגדל השתלמות אג""ח",199,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",79.3%,-12.5,250.7,- - -,- - -,1.07,-0.50,-0.48%,9.42%,2.81%,לא פעיל,"קה""ל-כללי",200,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",85.4%,-0.5,126.0,- - -,- - -,1.14,0.98,-0.60%,22.61%,5.24%,לא פעיל,"קה""ל-מנייתי",201,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",95.2%,-1.3,48.4,- - -,- - -,0.68,-0.89,-0.84%,5.48%,1.62%,לא פעיל,"פסגות דינמית - אג""ח צמוד מדד לטווח ארוך",202,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",91.2%,-0.8,117.9,- - -,- - -,0.50,-1.22,0.48%,6.29%,1.23%,לא פעיל,"פסגות דינמית - אג""ח צמוד מדד בינוני",204,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",86.8%,-0.1,18.2,0.65%,0.29%,-0.64,-1.02,-2.04%,0.68%,1.75%,,"פסגות גדיש חו""ל",205,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",72.2%,-11.6,"1,282.3",- - -,- - -,0.83,-0.98,-0.84%,3.43%,0.03%,לא פעיל, *** ** אל על כללי,206,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.2%,-0.8,135.7,- - -,- - -,1.33,1.22,1.44%,23.39%,6.31%,לא פעיל,פסגות דינמית - מניות,207,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.8%,-0.2,19.4,- - -,- - -,0.73,-0.93,-0.12%,6.47%,1.80%,לא פעיל," *** פסגות גדיש אג""ח קונצרני",208,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.5%,0.1,45.8,0.64%,0.23%,1.29,-0.77,0.00%,8.99%,2.14%,," *** אקסלנס גמל אג""ח עד 15% מניות",211,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",100.0%,0.0,54.5,- - -,- - -,0.06,-1.14,0.72%,5.41%,0.33%,לא פעיל,** אמישרגז,215,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",99.0%,-1.5,177.5,- - -,- - -,0.32,-0.96,-0.12%,3.63%,0.37%,לא פעיל, *** פסגות שיא גמל כספית,216,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",77.3%,-18.7,452.6,0.50%,- - -,1.29,0.25,1.20%,11.48%,2.51%,לא פעיל," *** ** אוניברסיטת ת""א - מסלול כללי",218,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.9%,0.7,92.7,0.64%,- - -,1.39,0.50,0.72%,11.03%,2.72%,,אלמוג,219,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",90.3%,0.0,8.4,- - -,- - -,- - -,- - -,- - -,11.23%,2.49%,לא פעיל,** בתי קולנוע,220,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",78.5%,-0.2,"1,973.6",- - -,- - -,1.46,-0.44,0.72%,10.43%,2.08%,לא פעיל, *** ** גמל דיסקונט כללי,221,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.4%,-0.3,178.8,0.58%,0.56%,0.75,-1.09,-0.24%,5.79%,0.78%,," *** מיטב דש גמל אג""ח ללא מניות",223,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.4%,0.2,49.1,- - -,- - -,0.81,-1.14,-0.60%,7.59%,1.52%,לא פעיל, *** ** קופת התגמולים של עובדי בנק לאומי למשכנתאות,225,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.8%,0.8,"3,231.7",0.00%,- - -,1.38,-0.73,0.24%,9.33%,2.16%,, *** ** קופת התגמולים של עובדי בנק לאומי,229,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",86.9%,0.3,159.0,- - -,- - -,1.14,-1.25,0.36%,8.94%,2.31%,לא פעיל,** איילון קופת תגמולים ופיצויים,230,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",80.0%,-0.2,28.6,- - -,- - -,0.62,-1.21,-0.24%,4.78%,1.06%,לא פעיל, *** עומרים קופה מרכזית לפיצויים,231,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",85.0%,-0.3,"2,045.0",0.19%,- - -,1.47,-0.29,0.84%,9.73%,2.18%,,"** בל""ד",233,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",76.2%,-28.4,"2,367.2",0.70%,- - -,1.28,-0.59,0.00%,10.52%,3.05%,,פסגות פיצויים כללי,237,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",80.0%,-5.2,"1,513.7",0.81%,- - -,1.56,1.35,1.20%,11.88%,2.82%,, *** דיסקונט לפיצויים,239,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.5%,-17.1,"3,219.5",0.55%,- - -,1.21,-0.68,-0.12%,10.08%,2.58%,,כלל פיצויים למעסיק,241,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",77.2%,-19.1,834.1,0.89%,- - -,1.37,0.23,0.36%,10.55%,2.83%,, *** אקסלנס מרכזית לפיצויים,242,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",76.3%,-12.9,"3,631.0",- - -,- - -,1.41,0.53,0.48%,10.53%,2.51%,לא פעיל, *** הראל תעוז כללי,243,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
"שיעור דמי ניהול
ממוצע לשנת
2017",78.6%,-3.1,311.9,- - -,- - -,1.27,-0.27,0.36%,8.05%,2.31%,לא פעיל,איילון מרכזית לפיצויים ב,246,80.2%,65.0,"279,634.2",0.59%,0.45%,,,0.52%,10.04%,2.59%
