TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 05/2007,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",79.0%,-115.5,"13,377.5",0.70%,0.61%,1.38,0.16,0.24%,8.64%,2.75%,," *** הראל אג""ח עד 25% מניות ",101,80.5%,206.7,"275,350.1",0.59%,0.45%,,,0.88%,8.38%,2.57%
"שיעור דמי ניהול
ממוצע לשנת
2017",79.0%,-2.7,"2,069.1",- - -,- - -,1.59,0.97,1.20%,8.97%,2.36%,לא פעיל, *** אקסלנס גמל פלטינום,102,80.5%,206.7,"275,350.1",0.59%,0.45%,,,0.88%,8.38%,2.57%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.1%,-45.9,"4,955.4",0.70%,0.61%,1.45,0.55,0.84%,8.91%,2.84%,, *** מיטב דש גמל לבני  50-60,103,80.5%,206.7,"275,350.1",0.59%,0.45%,,,0.88%,8.38%,2.57%
"שיעור דמי ניהול
ממוצע לשנת
2017",79.4%,-24.4,"2,773.0",- - -,- - -,1.38,0,0.12%,8.04%,2.04%,לא פעיל,פסגות צור,104,80.5%,206.7,"275,350.1",0.59%,0.45%,,,0.88%,8.38%,2.57%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.0%,-0.5,126.4,- - -,- - -,1.45,1.12,0.48%,8.89%,2.79%,לא פעיל,ישיר המלאכה,105,80.5%,206.7,"275,350.1",0.59%,0.45%,,,0.88%,8.38%,2.57%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.5%,-157.9,"21,736.6",- - -,- - -,1.44,0.72,0.60%,8.95%,2.87%,לא פעיל, *** פסגות גדיש כללי,106,80.5%,206.7,"275,350.1",0.59%,0.45%,,,0.88%,8.38%,2.57%
"שיעור דמי ניהול
ממוצע לשנת
2017",78.6%,-3.6,510.3,0.58%,0.00%,1.23,-1.04,-0.48%,6.77%,1.90%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,80.5%,206.7,"275,350.1",0.59%,0.45%,,,0.88%,8.38%,2.57%
"שיעור דמי ניהול
ממוצע לשנת
2017",86.9%,-1.4,36.7,- - -,- - -,1.55,0.88,5.52%,10.00%,3.10%,לא פעיל, *** להיט מניות,109,80.5%,206.7,"275,350.1",0.59%,0.45%,,,0.88%,8.38%,2.57%
"שיעור דמי ניהול
ממוצע לשנת
2017",79.5%,-8.9,"1,123.0",- - -,- - -,1.37,0.46,0.24%,8.33%,2.16%,לא פעיל, *** מיטב מירון,111,80.5%,206.7,"275,350.1",0.59%,0.45%,,,0.88%,8.38%,2.57%
"שיעור דמי ניהול
ממוצע לשנת
2017",78.2%,-2.4,207.4,- - -,- - -,1.43,0.85,0.36%,8.74%,2.71%,לא פעיל,הראל רימון,112,80.5%,206.7,"275,350.1",0.59%,0.45%,,,0.88%,8.38%,2.57%
"שיעור דמי ניהול
ממוצע לשנת
2017",80.3%,-14.9,"3,299.2",- - -,- - -,1.48,0.98,0.84%,9.14%,2.89%,לא פעיל, *** פסגות קרן אור,113,80.5%,206.7,"275,350.1",0.59%,0.45%,,,0.88%,8.38%,2.57%
