TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 09/2005,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",88.7%,-13.0,"12,358.6",0.70%,0.61%,0.85,-0.55,- - -,11.69%,2.00%,," *** הראל אג""ח עד 25% מניות ",101,85.8%,-126.1,"231,489.0",0.59%,0.45%,,,,11.73%,1.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",78.9%,-2.3,"1,762.4",- - -,- - -,0.99,0.77,- - -,12.14%,2.39%,לא פעיל, *** אקסלנס גמל פלטינום,102,85.8%,-126.1,"231,489.0",0.59%,0.45%,,,,11.73%,1.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.5%,-16.1,"4,639.3",0.70%,0.61%,0.99,0.56,- - -,12.00%,2.01%,, *** מיטב דש גמל לבני  50-60,103,85.8%,-126.1,"231,489.0",0.59%,0.45%,,,,11.73%,1.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",85.2%,-10.1,"2,632.7",- - -,- - -,0.80,-0.13,- - -,12.06%,2.02%,לא פעיל,פסגות צור,104,85.8%,-126.1,"231,489.0",0.59%,0.45%,,,,11.73%,1.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.0%,-0.6,127.8,- - -,- - -,0.65,0.55,- - -,11.74%,1.95%,לא פעיל,ישיר המלאכה,105,85.8%,-126.1,"231,489.0",0.59%,0.45%,,,,11.73%,1.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",86.5%,-24.8,"19,980.1",- - -,- - -,0.88,1.03,- - -,12.50%,2.10%,לא פעיל, *** פסגות גדיש כללי,106,85.8%,-126.1,"231,489.0",0.59%,0.45%,,,,11.73%,1.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.2%,-2.6,487.3,0.58%,0.00%,0.55,-0.87,- - -,9.02%,1.82%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,85.8%,-126.1,"231,489.0",0.59%,0.45%,,,,11.73%,1.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",91.3%,0.6,27.8,- - -,- - -,1.15,0.88,- - -,23.45%,4.49%,לא פעיל, *** להיט מניות,109,85.8%,-126.1,"231,489.0",0.59%,0.45%,,,,11.73%,1.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",90.9%,-0.1,60.6,- - -,- - -,- - -,- - -,- - -,11.32%,1.77%,לא פעיל,** ויתקין,110,85.8%,-126.1,"231,489.0",0.59%,0.45%,,,,11.73%,1.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.2%,-4.0,"1,058.9",- - -,- - -,0.66,0.86,- - -,12.11%,2.07%,לא פעיל, *** מיטב מירון,111,85.8%,-126.1,"231,489.0",0.59%,0.45%,,,,11.73%,1.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",85.7%,-0.5,188.5,- - -,- - -,0.91,-0.10,- - -,12.26%,2.07%,לא פעיל,הראל רימון,112,85.8%,-126.1,"231,489.0",0.59%,0.45%,,,,11.73%,1.90%
