TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 03/2001,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-93.2,"9,947.5",0.70%,0.61%,- - -,- - -,- - -,-2.03%,-2.07%,," *** הראל אג""ח עד 25% מניות ",101,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.7,"1,142.8",- - -,- - -,- - -,- - -,- - -,-2.58%,-2.53%,לא פעיל, *** אקסלנס גמל פלטינום,102,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-13.9,"3,639.8",0.70%,0.61%,- - -,- - -,- - -,-2.08%,-1.87%,, *** מיטב דש גמל לבני  50-60,103,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-25.0,"2,489.4",- - -,- - -,- - -,- - -,- - -,-1.96%,-2.16%,לא פעיל,פסגות צור,104,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.9,151.1,- - -,- - -,- - -,- - -,- - -,-3.90%,-3.41%,לא פעיל,ישיר המלאכה,105,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-75.8,"15,198.7",- - -,- - -,- - -,- - -,- - -,-2.97%,-2.54%,לא פעיל, *** פסגות גדיש כללי,106,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-3.7,544.4,0.58%,0.00%,- - -,- - -,- - -,-1.93%,-1.87%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.6,214.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,לא פעיל,** נדבכים,108,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.4,6.0,- - -,- - -,- - -,- - -,- - -,-6.98%,-5.15%,לא פעיל, *** להיט מניות,109,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.4,46.9,- - -,- - -,- - -,- - -,- - -,-2.39%,-2.18%,לא פעיל,** ויתקין,110,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-18.2,979.7,- - -,- - -,- - -,- - -,- - -,-3.92%,-3.53%,לא פעיל, *** מיטב מירון,111,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.3,147.7,- - -,- - -,- - -,- - -,- - -,-0.91%,-1.29%,לא פעיל,הראל רימון,112,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-8.9,"2,375.1",- - -,- - -,- - -,- - -,- - -,-2.42%,-2.23%,לא פעיל, *** פסגות קרן אור,113,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.4,27.0,- - -,- - -,- - -,- - -,- - -,-1.35%,-1.48%,לא פעיל,אי.בי.אי שחר,114,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.1,509.6,- - -,- - -,- - -,- - -,- - -,-2.23%,-2.07%,לא פעיל, *** ** הגומל מסלול כללי,115,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.0,3.0,- - -,- - -,- - -,- - -,- - -,-2.54%,-1.77%,לא פעיל,** סוכני הבטוח,116,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.0,4.7,0.58%,0.04%,- - -,- - -,- - -,2.67%,0.90%,," *** כלל תמר אג""ח ",117,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.6,6.4,0.51%,- - -,- - -,- - -,- - -,-0.53%,-1.60%,,אנליסט קופה מרכזית לפיצויים מסלול כללי,118,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-8.7,506.9,0.73%,0.32%,- - -,- - -,- - -,-2.46%,-2.22%,,מנורה מבטחים יותר מסלול ד,119,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.1,48.8,0.45%,- - -,- - -,- - -,- - -,- - -,- - -,,מיטב דש ביטחון מבטיח תשואה 4.5%,120,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.3,30.2,- - -,- - -,- - -,- - -,- - -,-4.29%,-3.69%,לא פעיל,ישיר תוחלת,121,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.5,111.8,- - -,- - -,- - -,- - -,- - -,-1.94%,-2.01%,לא פעיל,מנורה גמל פלס,122,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.4,86.0,- - -,- - -,- - -,- - -,- - -,-4.43%,-3.95%,לא פעיל, *** אקסלנס גמולה,123,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,1.4,98.4,0.54%,0.08%,- - -,- - -,- - -,2.53%,0.69%,, *** כלל תמר מדד,124,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.6,30.7,- - -,- - -,- - -,- - -,- - -,0.37%,-0.59%,לא פעיל, *** אשכולות כללי,125,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,2.0,3.9,- - -,- - -,- - -,- - -,- - -,3.69%,1.67%,לא פעיל," *** כלל תמר מט""ח",126,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.3,25.6,0.61%,0.05%,- - -,- - -,- - -,-8.30%,-6.48%,, *** כלל תמר מניות,127,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.4,23.0,0.54%,0.03%,- - -,- - -,- - -,-3.22%,-2.99%,, *** כלל תמר שקלי טווח קצר,128,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.1,18.3,- - -,- - -,- - -,- - -,- - -,-2.08%,-2.86%,לא פעיל, *** ** יבול,129,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.8,56.7,0.68%,- - -,- - -,- - -,- - -,-0.10%,-0.87%,,** שובל,130,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,2.0,337.1,0.96%,- - -,- - -,- - -,- - -,-1.94%,-2.42%,, *** הלמן-אלדובי השתלמות כללי,132,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.2,153.1,- - -,- - -,- - -,- - -,- - -,-2.14%,-2.05%,לא פעיל,** ישיר מניפה,133,,-317.9,"157,442.5",0.59%,0.45%,,,,-1.98%,-2.00%
