TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 05/2012,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",73.5%,-112.8,"11,535.2",0.70%,0.61%,0.18,0.05,0.12%,3.47%,-2.61%,," *** הראל אג""ח עד 25% מניות ",101,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",79.7%,-27.7,"2,374.4",- - -,- - -,0.19,0.04,0.48%,2.47%,-2.08%,לא פעיל, *** אקסלנס גמל פלטינום,102,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",84.7%,-43.4,"3,700.3",0.70%,0.61%,0.33,0.78,1.20%,2.57%,-2.78%,, *** מיטב דש גמל לבני  50-60,103,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.0%,-194.2,"21,197.1",- - -,- - -,0.25,0.54,0.60%,3.10%,-2.27%,לא פעיל, *** פסגות גדיש כללי,106,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",85.3%,-3.2,473.8,0.58%,0.00%,0.32,0.23,1.68%,2.09%,-2.13%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",91.5%,-0.1,27.9,- - -,- - -,-0.20,-0.41,-4.08%,2.03%,-7.43%,לא פעיל, *** להיט מניות,109,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",79.1%,-13.9,723.8,- - -,- - -,0.15,-0.06,0.00%,2.01%,-2.94%,לא פעיל, *** מיטב מירון,111,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.0%,-6.6,703.0,- - -,- - -,0.26,0.04,0.00%,2.06%,-2.25%,לא פעיל, *** ** הגומל מסלול כללי,115,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",90.4%,17.8,"1,065.2",0.58%,0.04%,1.06,0.52,0.60%,3.31%,0.14%,," *** כלל תמר אג""ח ",117,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.8%,-0.4,138.7,0.51%,- - -,0.18,0.11,0.84%,1.87%,-3.07%,,אנליסט קופה מרכזית לפיצויים מסלול כללי,118,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",80.1%,-8.2,627.6,0.73%,0.32%,0.16,-0.07,-1.08%,3.05%,-2.44%,,מנורה מבטחים יותר מסלול ד,119,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",97.4%,-0.1,69.6,0.45%,- - -,- - -,- - -,- - -,- - -,- - -,,מיטב דש ביטחון מבטיח תשואה 4.5%,120,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",91.4%,43.0,"1,556.2",0.54%,0.08%,1.11,0.64,1.08%,3.09%,-0.02%,, *** כלל תמר מדד,124,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",93.5%,-1.0,20.2,- - -,- - -,0.14,-0.03,-0.96%,2.12%,1.48%,לא פעיל," *** כלל תמר מט""ח",126,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",88.0%,-0.6,102.7,0.61%,0.05%,-0.26,-0.46,-1.68%,-1.72%,-8.61%,, *** כלל תמר מניות,127,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",98.9%,-5.2,453.0,0.54%,0.03%,0.92,-0.14,0.12%,1.10%,0.29%,, *** כלל תמר שקלי טווח קצר,128,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.4%,-0.9,120.5,0.68%,- - -,0.20,-0.11,-0.48%,2.09%,-1.83%,,** שובל,130,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",77.1%,-2.7,520.3,0.96%,- - -,0.13,-0.24,-0.24%,3.71%,-2.15%,, *** הלמן-אלדובי השתלמות כללי,132,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",86.8%,-1.3,185.3,- - -,- - -,0.23,0.26,0.24%,3.08%,-1.62%,לא פעיל, *** דש קפיטל-פיצויים,138,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",84.8%,-7.5,124.1,- - -,- - -,-0.05,-0.35,0.00%,0.88%,-3.18%,לא פעיל, *** תגמולים,143,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.9%,-5.2,162.0,- - -,- - -,-0.04,-0.34,0.00%,1.08%,-3.15%,לא פעיל, *** הלמן-אלדובי השתלמות,145,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",85.7%,-3.7,79.1,0.54%,- - -,-0.11,-0.92,-2.76%,3.22%,-1.81%,,פסגות שיא פיצויים כללי,150,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",90.6%,26.8,845.7,0.65%,- - -,1.08,0.54,0.60%,3.49%,0.14%,,כלל ברזל,152,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",75.8%,-5.8,743.8,- - -,- - -,0.12,-0.20,-0.12%,3.20%,-2.93%,לא פעיל, *** הראל גמל לגילאי 50 עד 60,153,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",77.8%,3.6,"1,380.1",0.82%,- - -,0.14,-0.22,-0.12%,3.18%,-2.63%,,הראל השתלמות כללי,154,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.7%,-0.1,158.2,0.71%,- - -,0.19,0.13,-0.12%,3.46%,-2.51%,,"הראל קמ""פ מסלול כללי ",155,85.6%,-395.4,"298,653.5",0.59%,0.45%,,,0.18%,2.56%,-2.07%
