TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 06/2014,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",76.3%,-42.0,"12,420.5",0.70%,0.61%,1.29,0.55,1.44%,3.71%,-0.10%,," *** הראל אג""ח עד 25% מניות ",101,86.6%,133.1,"359,239.9",0.59%,0.45%,,,0.94%,3.54%,-0.06%
"שיעור דמי ניהול
ממוצע לשנת
2017",84.8%,-47.3,"3,366.1",0.70%,0.61%,1.29,0.47,1.44%,3.96%,-0.17%,, *** מיטב דש גמל לבני  50-60,103,86.6%,133.1,"359,239.9",0.59%,0.45%,,,0.94%,3.54%,-0.06%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.9%,-121.4,"28,153.2",- - -,- - -,1.31,0.65,1.08%,2.82%,-0.14%,לא פעיל, *** פסגות גדיש כללי,106,86.6%,133.1,"359,239.9",0.59%,0.45%,,,0.94%,3.54%,-0.06%
"שיעור דמי ניהול
ממוצע לשנת
2017",85.9%,-3.8,491.2,0.58%,0.00%,1.30,-0.70,0.84%,2.56%,-0.22%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,86.6%,133.1,"359,239.9",0.59%,0.45%,,,0.94%,3.54%,-0.06%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.8%,-17.0,"2,258.9",- - -,- - -,1.26,0.49,1.68%,3.29%,-0.06%,לא פעיל, *** מיטב מירון,111,86.6%,133.1,"359,239.9",0.59%,0.45%,,,0.94%,3.54%,-0.06%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.2%,-4.9,736.2,- - -,- - -,1.11,-0.93,-0.24%,3.06%,-0.18%,לא פעיל, *** ** הגומל מסלול כללי,115,86.6%,133.1,"359,239.9",0.59%,0.45%,,,0.94%,3.54%,-0.06%
"שיעור דמי ניהול
ממוצע לשנת
2017",88.5%,-11.1,"1,424.4",0.58%,0.04%,1.58,-0.38,-0.36%,3.13%,-0.19%,," *** כלל תמר אג""ח ",117,86.6%,133.1,"359,239.9",0.59%,0.45%,,,0.94%,3.54%,-0.06%
"שיעור דמי ניהול
ממוצע לשנת
2017",88.9%,-0.5,140.0,0.51%,- - -,1.08,-0.02,0.96%,3.07%,-0.39%,,אנליסט קופה מרכזית לפיצויים מסלול כללי,118,86.6%,133.1,"359,239.9",0.59%,0.45%,,,0.94%,3.54%,-0.06%
"שיעור דמי ניהול
ממוצע לשנת
2017",80.7%,-14.1,698.9,0.73%,0.32%,1.30,0.45,0.12%,3.92%,-0.23%,,מנורה מבטחים יותר מסלול ד,119,86.6%,133.1,"359,239.9",0.59%,0.45%,,,0.94%,3.54%,-0.06%
"שיעור דמי ניהול
ממוצע לשנת
2017",97.1%,-0.2,73.7,0.45%,- - -,- - -,- - -,- - -,- - -,- - -,,מיטב דש ביטחון מבטיח תשואה 4.5%,120,86.6%,133.1,"359,239.9",0.59%,0.45%,,,0.94%,3.54%,-0.06%
