TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 02/2015,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",77.0%,-62.8,"12,603.4",0.70%,0.61%,1.16,0.38,1.20%,3.26%,2.51%,," *** הראל אג""ח עד 25% מניות ",101,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.1%,-33.3,"5,644.4",0.70%,0.61%,1.12,0.10,0.84%,2.78%,2.26%,, *** מיטב דש גמל לבני  50-60,103,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.6%,-61.3,"29,259.4",- - -,- - -,1.29,1.04,1.08%,3.25%,2.44%,לא פעיל, *** פסגות גדיש כללי,106,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",85.8%,-4.0,488.6,0.58%,0.00%,1.06,-0.80,0.24%,2.92%,2.59%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.7%,-2.6,746.4,- - -,- - -,1.12,-0.26,0.12%,2.91%,2.56%,לא פעיל, *** ** הגומל מסלול כללי,115,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",88.9%,-2.6,"1,385.4",0.58%,0.04%,1.43,-0.31,-0.60%,3.08%,1.30%,," *** כלל תמר אג""ח ",117,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.9%,-0.4,138.3,0.51%,- - -,0.84,-0.69,-0.48%,3.06%,2.33%,,אנליסט קופה מרכזית לפיצויים מסלול כללי,118,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.2%,14.9,716.8,0.73%,0.32%,1.18,0.36,0.00%,3.33%,2.33%,,מנורה מבטחים יותר מסלול ד,119,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",96.7%,0.0,72.9,0.45%,- - -,- - -,- - -,- - -,- - -,- - -,,מיטב דש ביטחון מבטיח תשואה 4.5%,120,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",90.6%,-23.8,"2,107.8",0.54%,0.08%,1.22,-0.37,-0.48%,3.29%,1.66%,, *** כלל תמר מדד,124,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",98.9%,0.6,18.3,- - -,- - -,0.32,-0.43,-4.68%,0.96%,0.33%,לא פעיל," *** כלל תמר מט""ח",126,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.0%,-0.8,202.3,0.61%,0.05%,0.47,0.09,0.84%,5.68%,5.63%,, *** כלל תמר מניות,127,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",99.9%,-5.1,349.1,0.54%,0.03%,-0.75,-1.23,-0.36%,0.09%,0.05%,, *** כלל תמר שקלי טווח קצר,128,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",91.5%,-1.3,120.0,0.68%,- - -,1.09,-0.65,-0.48%,3.04%,2.53%,,** שובל,130,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",84.2%,3.5,"2,793.9",0.96%,- - -,1.29,0.23,1.92%,2.68%,2.30%,, *** הלמן-אלדובי השתלמות כללי,132,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",91.7%,-7.4,111.2,0.54%,- - -,1.10,-0.50,-0.12%,3.19%,2.38%,,פסגות שיא פיצויים כללי,150,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.3%,-1.6,766.9,0.65%,- - -,1.49,-0.27,-0.36%,2.95%,1.18%,,כלל ברזל,152,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",77.5%,7.1,"1,144.2",- - -,- - -,1.18,0.87,1.44%,3.62%,2.92%,לא פעיל, *** הראל גמל לגילאי 50 עד 60,153,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",78.3%,30.5,"2,732.7",0.82%,- - -,1.17,0.65,1.32%,3.49%,2.73%,,הראל השתלמות כללי,154,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",84.7%,-1.1,207.4,0.71%,- - -,1.14,0.23,0.96%,3.35%,2.67%,,"הראל קמ""פ מסלול כללי ",155,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
"שיעור דמי ניהול
ממוצע לשנת
2017",91.7%,-3.5,"1,107.4",- - -,- - -,1.10,-0.68,-0.12%,3.27%,2.65%,לא פעיל, *** ** קופת גמל הנדסאים מסלול כללי,157,86.8%,258.0,"379,799.9",0.59%,0.45%,,,0.69%,3.18%,2.35%
