TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 07/2013,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",76.7%,-47.2,"11,925.7",0.70%,0.61%,0.67,0.23,1.68%,4.99%,1.49%,," *** הראל אג""ח עד 25% מניות ",101,86.2%,337.7,"331,864.9",0.59%,0.45%,,,1.62%,4.54%,1.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",79.1%,-8.3,"2,351.3",- - -,- - -,0.72,0.16,2.16%,5.07%,1.62%,לא פעיל, *** אקסלנס גמל פלטינום,102,86.2%,337.7,"331,864.9",0.59%,0.45%,,,1.62%,4.54%,1.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",84.5%,-44.6,"3,542.4",0.70%,0.61%,0.82,0.55,2.52%,4.70%,1.64%,, *** מיטב דש גמל לבני  50-60,103,86.2%,337.7,"331,864.9",0.59%,0.45%,,,1.62%,4.54%,1.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.9%,-109.6,"21,815.0",- - -,- - -,0.75,0.61,1.80%,5.05%,1.59%,לא פעיל, *** פסגות גדיש כללי,106,86.2%,337.7,"331,864.9",0.59%,0.45%,,,1.62%,4.54%,1.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",84.6%,-2.5,484.3,0.58%,0.00%,0.84,-0.02,3.00%,5.24%,1.51%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,86.2%,337.7,"331,864.9",0.59%,0.45%,,,1.62%,4.54%,1.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",90.9%,0.6,41.6,- - -,- - -,0.38,0.16,-0.60%,8.48%,2.41%,לא פעיל, *** להיט מניות,109,86.2%,337.7,"331,864.9",0.59%,0.45%,,,1.62%,4.54%,1.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",80.2%,-22.1,"2,247.3",- - -,- - -,0.67,0.27,2.28%,5.08%,1.88%,לא פעיל, *** מיטב מירון,111,86.2%,337.7,"331,864.9",0.59%,0.45%,,,1.62%,4.54%,1.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",88.7%,-4.0,723.1,- - -,- - -,0.74,-0.32,0.48%,4.39%,1.58%,לא פעיל, *** ** הגומל מסלול כללי,115,86.2%,337.7,"331,864.9",0.59%,0.45%,,,1.62%,4.54%,1.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",90.1%,-14.0,"1,418.9",0.58%,0.04%,1.25,0.08,0.36%,2.60%,1.02%,," *** כלל תמר אג""ח ",117,86.2%,337.7,"331,864.9",0.59%,0.45%,,,1.62%,4.54%,1.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",85.4%,-1.8,128.1,0.51%,- - -,0.56,0.23,3.96%,5.04%,1.21%,,אנליסט קופה מרכזית לפיצויים מסלול כללי,118,86.2%,337.7,"331,864.9",0.59%,0.45%,,,1.62%,4.54%,1.51%
