TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 03/2015,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",77.8%,-61.2,"12,589.2",0.70%,0.61%,1.14,0.25,1.20%,3.71%,0.44%,," *** הראל אג""ח עד 25% מניות ",101,86.8%,436.9,"382,682.3",0.59%,0.45%,,,0.70%,3.91%,0.71%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.1%,-34.6,"5,645.4",0.70%,0.61%,1.12,0.07,0.72%,3.50%,0.70%,, *** מיטב דש גמל לבני  50-60,103,86.8%,436.9,"382,682.3",0.59%,0.45%,,,0.70%,3.91%,0.71%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.6%,-60.3,"29,522.0",- - -,- - -,1.32,1.16,1.08%,4.46%,1.17%,לא פעיל, *** פסגות גדיש כללי,106,86.8%,436.9,"382,682.3",0.59%,0.45%,,,0.70%,3.91%,0.71%
"שיעור דמי ניהול
ממוצע לשנת
2017",86.1%,-3.1,487.9,0.58%,0.00%,1.06,-0.80,0.36%,3.48%,0.55%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,86.8%,436.9,"382,682.3",0.59%,0.45%,,,0.70%,3.91%,0.71%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.5%,-5.1,747.3,- - -,- - -,1.13,-0.22,0.12%,3.76%,0.83%,לא פעיל, *** ** הגומל מסלול כללי,115,86.8%,436.9,"382,682.3",0.59%,0.45%,,,0.70%,3.91%,0.71%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.0%,-12.4,"1,371.6",0.58%,0.04%,1.35,-0.37,-0.60%,2.91%,-0.17%,," *** כלל תמר אג""ח ",117,86.8%,436.9,"382,682.3",0.59%,0.45%,,,0.70%,3.91%,0.71%
"שיעור דמי ניהול
ממוצע לשנת
2017",90.0%,-0.1,138.8,0.51%,- - -,0.83,-0.72,-0.48%,3.61%,0.54%,,אנליסט קופה מרכזית לפיצויים מסלול כללי,118,86.8%,436.9,"382,682.3",0.59%,0.45%,,,0.70%,3.91%,0.71%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.2%,5.4,724.9,0.73%,0.32%,1.17,0.29,0.12%,3.80%,0.45%,,מנורה מבטחים יותר מסלול ד,119,86.8%,436.9,"382,682.3",0.59%,0.45%,,,0.70%,3.91%,0.71%
"שיעור דמי ניהול
ממוצע לשנת
2017",96.6%,-0.1,72.6,0.45%,- - -,- - -,- - -,- - -,- - -,- - -,,מיטב דש ביטחון מבטיח תשואה 4.5%,120,86.8%,436.9,"382,682.3",0.59%,0.45%,,,0.70%,3.91%,0.71%
"שיעור דמי ניהול
ממוצע לשנת
2017",90.6%,-42.6,"2,060.7",0.54%,0.08%,1.09,-0.46,-0.48%,2.74%,-0.53%,, *** כלל תמר מדד,124,86.8%,436.9,"382,682.3",0.59%,0.45%,,,0.70%,3.91%,0.71%
