TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 07/2011,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",73.6%,-84.3,"9,466.7",0.70%,0.61%,0.44,0.07,0.24%,-0.14%,-0.02%,," *** הראל אג""ח עד 25% מניות ",101,84.9%,13.1,"300,603.8",0.59%,0.45%,,,0.28%,-1.09%,0.12%
"שיעור דמי ניהול
ממוצע לשנת
2017",75.2%,-10.9,"1,454.6",- - -,- - -,0.49,0.27,0.84%,-0.62%,0.10%,לא פעיל, *** אקסלנס גמל פלטינום,102,84.9%,13.1,"300,603.8",0.59%,0.45%,,,0.28%,-1.09%,0.12%
"שיעור דמי ניהול
ממוצע לשנת
2017",84.0%,-21.1,"3,472.8",0.70%,0.61%,0.66,0.97,1.32%,-1.86%,-0.04%,, *** מיטב דש גמל לבני  50-60,103,84.9%,13.1,"300,603.8",0.59%,0.45%,,,0.28%,-1.09%,0.12%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.6%,-135.1,"19,287.2",- - -,- - -,0.52,0.60,0.48%,-1.17%,0.29%,לא פעיל, *** פסגות גדיש כללי,106,84.9%,13.1,"300,603.8",0.59%,0.45%,,,0.28%,-1.09%,0.12%
"שיעור דמי ניהול
ממוצע לשנת
2017",84.7%,-1.1,500.8,0.58%,0.00%,0.57,-0.02,1.56%,-1.66%,-0.12%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,84.9%,13.1,"300,603.8",0.59%,0.45%,,,0.28%,-1.09%,0.12%
"שיעור דמי ניהול
ממוצע לשנת
2017",90.4%,0.5,28.1,- - -,- - -,0.01,-0.24,-4.20%,-3.80%,-1.88%,לא פעיל, *** להיט מניות,109,84.9%,13.1,"300,603.8",0.59%,0.45%,,,0.28%,-1.09%,0.12%
"שיעור דמי ניהול
ממוצע לשנת
2017",80.1%,-7.6,817.3,- - -,- - -,0.44,0.17,-0.12%,-0.37%,-0.03%,לא פעיל, *** מיטב מירון,111,84.9%,13.1,"300,603.8",0.59%,0.45%,,,0.28%,-1.09%,0.12%
"שיעור דמי ניהול
ממוצע לשנת
2017",80.5%,-14.7,"2,032.3",- - -,- - -,0.11,-0.68,-2.64%,-1.71%,0.16%,לא פעיל, *** פסגות קרן אור,113,84.9%,13.1,"300,603.8",0.59%,0.45%,,,0.28%,-1.09%,0.12%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.2%,-0.6,16.9,- - -,- - -,0.61,0.25,0.60%,-0.86%,0.34%,לא פעיל,אי.בי.אי שחר,114,84.9%,13.1,"300,603.8",0.59%,0.45%,,,0.28%,-1.09%,0.12%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.0%,-5.3,772.2,- - -,- - -,0.64,0.06,0.60%,-1.45%,0.12%,לא פעיל, *** ** הגומל מסלול כללי,115,84.9%,13.1,"300,603.8",0.59%,0.45%,,,0.28%,-1.09%,0.12%
"שיעור דמי ניהול
ממוצע לשנת
2017",88.7%,11.0,863.7,0.58%,0.04%,1.06,0.23,0.72%,1.75%,0.79%,," *** כלל תמר אג""ח ",117,84.9%,13.1,"300,603.8",0.59%,0.45%,,,0.28%,-1.09%,0.12%
"שיעור דמי ניהול
ממוצע לשנת
2017",84.3%,0.0,148.4,0.51%,- - -,0.41,0.25,0.12%,-2.50%,-0.44%,,אנליסט קופה מרכזית לפיצויים מסלול כללי,118,84.9%,13.1,"300,603.8",0.59%,0.45%,,,0.28%,-1.09%,0.12%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.3%,-5.5,723.8,0.73%,0.32%,0.40,-0.11,-0.96%,-1.63%,-0.13%,,מנורה מבטחים יותר מסלול ד,119,84.9%,13.1,"300,603.8",0.59%,0.45%,,,0.28%,-1.09%,0.12%
"שיעור דמי ניהול
ממוצע לשנת
2017",97.3%,0.0,67.2,0.45%,- - -,- - -,- - -,- - -,- - -,- - -,,מיטב דש ביטחון מבטיח תשואה 4.5%,120,84.9%,13.1,"300,603.8",0.59%,0.45%,,,0.28%,-1.09%,0.12%
