TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 11/2010,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",75.1%,-63.9,"9,961.6",0.70%,0.61%,0.52,-0.09,0.12%,8.95%,-0.68%,," *** הראל אג""ח עד 25% מניות ",101,84.6%,6.7,"300,916.3",0.59%,0.45%,,,0.39%,8.57%,-0.65%
"שיעור דמי ניהול
ממוצע לשנת
2017",75.0%,-8.6,"1,536.2",- - -,- - -,0.57,0.09,0.84%,9.09%,-0.66%,לא פעיל, *** אקסלנס גמל פלטינום,102,84.6%,6.7,"300,916.3",0.59%,0.45%,,,0.39%,8.57%,-0.65%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.2%,-18.2,"3,650.7",0.70%,0.61%,0.82,1.18,1.32%,9.43%,-0.86%,, *** מיטב דש גמל לבני  50-60,103,84.6%,6.7,"300,916.3",0.59%,0.45%,,,0.39%,8.57%,-0.65%
"שיעור דמי ניהול
ממוצע לשנת
2017",80.3%,-0.3,74.0,- - -,- - -,0.55,0.01,-0.36%,8.85%,-0.56%,לא פעיל,ישיר המלאכה,105,84.6%,6.7,"300,916.3",0.59%,0.45%,,,0.39%,8.57%,-0.65%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.8%,-89.5,"20,257.3",- - -,- - -,0.63,0.59,0.36%,8.94%,-0.73%,לא פעיל, *** פסגות גדיש כללי,106,84.6%,6.7,"300,916.3",0.59%,0.45%,,,0.39%,8.57%,-0.65%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.7%,0.3,494.9,0.58%,0.00%,0.76,0.09,1.92%,8.34%,-0.59%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,84.6%,6.7,"300,916.3",0.59%,0.45%,,,0.39%,8.57%,-0.65%
"שיעור דמי ניהול
ממוצע לשנת
2017",88.8%,0.3,24.3,- - -,- - -,0.01,-0.31,-5.16%,4.94%,-1.03%,לא פעיל, *** להיט מניות,109,84.6%,6.7,"300,916.3",0.59%,0.45%,,,0.39%,8.57%,-0.65%
"שיעור דמי ניהול
ממוצע לשנת
2017",78.3%,-8.2,713.0,- - -,- - -,0.50,0.02,-0.48%,8.62%,-0.52%,לא פעיל, *** מיטב מירון,111,84.6%,6.7,"300,916.3",0.59%,0.45%,,,0.39%,8.57%,-0.65%
"שיעור דמי ניהול
ממוצע לשנת
2017",79.3%,-12.2,"2,149.5",- - -,- - -,0.18,-0.72,-2.76%,8.61%,-0.58%,לא פעיל, *** פסגות קרן אור,113,84.6%,6.7,"300,916.3",0.59%,0.45%,,,0.39%,8.57%,-0.65%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.0%,0.0,18.5,- - -,- - -,0.75,0.23,0.60%,6.52%,-0.79%,לא פעיל,אי.בי.אי שחר,114,84.6%,6.7,"300,916.3",0.59%,0.45%,,,0.39%,8.57%,-0.65%
