TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 10/1999,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-28.9,"10,004.2",0.70%,0.61%,- - -,- - -,- - -,10.16%,0.70%,," *** הראל אג""ח עד 25% מניות ",101,,-43.7,"146,467.3",0.59%,0.45%,,,,9.80%,0.76%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.4,"1,040.5",- - -,- - -,- - -,- - -,- - -,10.68%,0.94%,לא פעיל, *** אקסלנס גמל פלטינום,102,,-43.7,"146,467.3",0.59%,0.45%,,,,9.80%,0.76%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-7.5,"3,501.3",0.70%,0.61%,- - -,- - -,- - -,9.63%,0.77%,, *** מיטב דש גמל לבני  50-60,103,,-43.7,"146,467.3",0.59%,0.45%,,,,9.80%,0.76%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-12.3,"2,554.4",- - -,- - -,- - -,- - -,- - -,10.38%,0.87%,לא פעיל,פסגות צור,104,,-43.7,"146,467.3",0.59%,0.45%,,,,9.80%,0.76%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.7,175.1,- - -,- - -,- - -,- - -,- - -,9.72%,1.00%,לא פעיל,ישיר המלאכה,105,,-43.7,"146,467.3",0.59%,0.45%,,,,9.80%,0.76%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-15.9,"14,528.0",- - -,- - -,- - -,- - -,- - -,10.74%,0.87%,לא פעיל, *** פסגות גדיש כללי,106,,-43.7,"146,467.3",0.59%,0.45%,,,,9.80%,0.76%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-3.6,577.6,0.58%,0.00%,- - -,- - -,- - -,10.90%,0.84%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,,-43.7,"146,467.3",0.59%,0.45%,,,,9.80%,0.76%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.0,213.9,- - -,- - -,- - -,- - -,- - -,- - -,- - -,לא פעיל,** נדבכים,108,,-43.7,"146,467.3",0.59%,0.45%,,,,9.80%,0.76%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.0,2.0,- - -,- - -,- - -,- - -,- - -,20.80%,2.02%,לא פעיל, *** להיט מניות,109,,-43.7,"146,467.3",0.59%,0.45%,,,,9.80%,0.76%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.5,47.5,- - -,- - -,- - -,- - -,- - -,9.24%,0.91%,לא פעיל,** ויתקין,110,,-43.7,"146,467.3",0.59%,0.45%,,,,9.80%,0.76%
